true_label,predicted_label,confidence,action,expected_action,response_time_ms
benign,benign,0.998293501885138,allow,allow,13.187353999455809
benign,benign,0.7056068134923222,allow,allow,14.005602000906947
attack,attack,1.0,block,block,14.595647999158246
attack,attack,1.0,block,block,24.99737899961474
attack,attack,1.0,block,block,24.681044000317343
benign,benign,0.6932381404199662,allow,allow,23.95994800099288
benign,benign,0.8144256986282257,allow,allow,14.287687999967602
benign,benign,0.9746434787671836,allow,allow,14.429053999265307
attack,attack,0.98,block,block,25.406038001165143
attack,attack,0.98,block,block,13.583174999439507
attack,attack,1.0,block,block,13.255146001029061
benign,benign,0.7877522348526652,allow,allow,23.08708700002171
benign,benign,0.9347302856610211,allow,allow,13.608130999273271
benign,benign,0.7772798199424602,allow,allow,24.19641300002695
attack,attack,1.0,block,block,13.999707000039052
attack,attack,1.0,block,block,13.0197339985898
attack,attack,0.97,block,block,24.083139000140363
benign,benign,0.9887785788755132,allow,allow,13.876414999685949
benign,benign,0.9671256828725323,allow,allow,13.61835100033204
benign,benign,0.9870246366479472,allow,allow,24.16186800110154
attack,attack,0.89,block,block,37.09900700050639
attack,attack,1.0,block,block,35.8675610004866
attack,attack,1.0,block,block,24.23144900058105
benign,benign,0.987727588364305,allow,allow,13.679465000677737
benign,benign,0.9792270360469588,allow,allow,35.67150200069591
benign,benign,0.9967256296454159,allow,allow,26.290269999662996
attack,attack,0.99,block,block,37.32584299905284
attack,attack,0.94,block,block,24.21668099850649
attack,attack,1.0,block,block,24.80178099904151
benign,benign,0.998316621068369,allow,allow,25.070005998713896
benign,benign,0.9842664378066701,allow,allow,13.662221999766189
benign,benign,0.9504056221697261,allow,allow,12.95772699995723
attack,attack,0.98,block,block,14.024603999132523
attack,attack,0.96,block,block,14.630549998400966
attack,attack,1.0,block,block,15.006493000328192
benign,benign,0.7114276346461537,allow,allow,13.641093000842375
benign,benign,0.9985888306914136,allow,allow,24.73391300009098
benign,suspicious,0.7424324424346941,redirect,allow,14.339436000227579
attack,attack,0.99,block,block,24.377652000111993
attack,attack,0.98,block,block,23.497158001191565
attack,attack,0.99,block,block,13.455623999107047
benign,benign,0.9841296952194792,allow,allow,14.614022000387195
benign,benign,0.8783312697165535,allow,allow,38.69537900027353
benign,benign,0.982108983600494,allow,allow,35.64899000048172
attack,attack,1.0,block,block,24.995144998683827
attack,attack,0.99,block,block,13.471333999405033
attack,attack,1.0,block,block,24.612625000372645
benign,benign,0.9967896388103682,allow,allow,24.049006000495865
benign,benign,0.9663796284957138,allow,allow,23.212692000015522
benign,benign,0.9082996447613157,allow,allow,14.18687899968063
attack,attack,1.0,block,block,13.645031000123709
attack,attack,0.99,block,block,13.429844999336638
attack,attack,0.97,block,block,13.465422000081162
benign,benign,0.8111384379180666,allow,allow,23.420163000992034
benign,benign,0.5752410385184966,allow,allow,25.75230799993733
benign,benign,0.9275390817709502,allow,allow,23.979174000487546
attack,attack,1.0,block,block,13.302917001055903
attack,attack,0.99,block,block,13.042567999946186
attack,attack,1.0,block,block,14.144781000140938
benign,benign,0.8998240932309234,allow,allow,15.341110000008484
benign,benign,0.9761106170017717,allow,allow,14.214320999599295
benign,benign,0.9887476487651581,allow,allow,13.536095000745263
attack,attack,1.0,block,block,13.135692999640014
attack,attack,0.98,block,block,13.333534001503722
attack,attack,0.94,block,block,37.01159800039022
benign,benign,0.928796103020591,allow,allow,36.88382700056536
benign,benign,0.9081391161648714,allow,allow,37.17679299916199
benign,benign,0.9969889740909983,allow,allow,26.828813999600243
attack,attack,1.0,block,block,24.15543600000092
attack,attack,1.0,block,block,13.842281001416268
attack,attack,1.0,block,block,25.35693500067282
benign,benign,0.9670560351302216,allow,allow,24.14543700069771
benign,benign,0.998732681595558,allow,allow,13.891594000597252
benign,benign,0.9971842245852797,allow,allow,14.875474000291433
attack,attack,0.99,block,block,14.904768999258522
attack,attack,0.99,block,block,13.483986998835462
attack,attack,1.0,block,block,25.778433000596124
benign,benign,0.98620888847174,allow,allow,23.51638400068623
benign,benign,0.8231982480986368,allow,allow,23.573821999889333
benign,suspicious,0.7076541924454901,redirect,allow,25.194450001436053
attack,attack,1.0,block,block,25.08489399951941
attack,attack,0.99,block,block,25.146017998849857
attack,attack,1.0,block,block,36.24095300074259
benign,benign,0.9879738647727413,allow,allow,13.757160999375628
benign,benign,0.9778061201814379,allow,allow,23.40889200058882
benign,benign,0.9176040427345841,allow,allow,24.07958299954771
attack,attack,0.99,block,block,14.19933199940715
attack,attack,1.0,block,block,13.713428999835742
attack,attack,1.0,block,block,24.269610999908764
benign,benign,0.8357853099416751,allow,allow,13.844524999512942
benign,benign,0.9636835347888869,allow,allow,13.597274999483489
benign,benign,0.9632190037564377,allow,allow,12.87558900003205
attack,attack,1.0,block,block,24.45276899925375
attack,attack,0.96,block,block,25.411684000573587
attack,attack,1.0,block,block,13.418414999250672
benign,benign,0.9791505512803544,allow,allow,24.73824600019725
benign,suspicious,0.5801696851866109,redirect,allow,23.771153000780032
benign,benign,0.4987350619056285,allow,allow,23.526518998551182
attack,attack,0.95,block,block,24.625863999972353
attack,attack,0.9933333333333333,block,block,14.602556999307126
attack,attack,1.0,block,block,24.402774999543908
benign,benign,0.9963678967167796,allow,allow,14.19853100014734
benign,benign,0.9960232782118694,allow,allow,24.062656999376486
benign,benign,0.9764827678449808,allow,allow,23.07143700090819
attack,attack,0.99,block,block,13.781416999336216
attack,attack,0.92,block,block,23.958454999956302
attack,attack,1.0,block,block,23.711990999800037
benign,benign,0.9583224385298756,allow,allow,23.818883000785718
benign,benign,0.9682132029709165,allow,allow,13.600917000076151
benign,benign,0.9877155223533629,allow,allow,13.571071000114898
attack,attack,1.0,block,block,23.35186399977829
attack,attack,0.98,block,block,23.865836001277785
attack,attack,0.99,block,block,24.032765000811196
benign,benign,0.995501335250262,allow,allow,13.212806999945315
benign,benign,0.9557713674362496,allow,allow,14.622938999309554
benign,benign,0.9263222622328265,allow,allow,13.24728199870151
attack,attack,1.0,block,block,14.13417999901867
attack,attack,0.96,block,block,13.691792999452446
attack,attack,1.0,block,block,24.231198000052245
benign,benign,0.9849238689317679,allow,allow,26.200791999144712
benign,benign,0.715656150331836,allow,allow,24.38050899945665
benign,benign,0.712576804213557,allow,allow,14.094967000346514
attack,attack,0.99,block,block,25.81541799918341
attack,attack,1.0,block,block,36.11200099840062
attack,attack,1.0,block,block,25.74434100097278
benign,benign,0.8747432084422097,allow,allow,24.805185999866808
benign,benign,0.5160152718101345,allow,allow,24.969501999294152
benign,benign,0.952825875115954,allow,allow,13.94938299927162
attack,attack,0.94,block,block,25.01476199904573
attack,attack,1.0,block,block,13.529984000342665
attack,attack,1.0,block,block,13.66181199955463
benign,benign,0.9884833298648753,allow,allow,13.517669998691417
benign,benign,0.8970730946851165,allow,allow,24.228082000263385
benign,benign,0.9101899709685695,allow,allow,13.014955000471673
attack,attack,1.0,block,block,24.740705999647616
attack,attack,0.99,block,block,23.71673000016017
attack,attack,1.0,block,block,24.786972999208956
benign,benign,0.8577723935577737,allow,allow,25.72638099991309
benign,benign,0.9741701006364377,allow,allow,24.286521998874377
benign,benign,0.9532030494901423,allow,allow,24.53969400085043
attack,attack,1.0,block,block,15.21992700145347
attack,attack,0.94,block,block,34.65894799956004
attack,attack,1.0,block,block,13.607495000542258
benign,benign,0.9785792600927864,allow,allow,14.112473998466157
benign,benign,0.9870482334723897,allow,allow,23.570115999973495
benign,benign,0.987875681968215,allow,allow,23.998851000214927
attack,attack,0.98,block,block,13.213068001277861
attack,attack,1.0,block,block,23.5003340003459
attack,attack,0.92,block,block,23.571137000544695
benign,benign,0.8190125196317587,allow,allow,13.549461000366136
benign,benign,0.8677350951371281,allow,allow,27.323603000695584
benign,benign,0.8773100295522014,allow,allow,23.78576100090868
attack,attack,1.0,block,block,27.131652999742073
attack,attack,0.98,block,block,23.88949499982118
attack,attack,1.0,block,block,24.55012799873657
benign,benign,0.9630966523534279,allow,allow,13.755232999756117
benign,benign,0.519677238761952,allow,allow,14.17252699866367
benign,benign,0.9881262689679834,allow,allow,36.07054299936863
attack,attack,0.98,block,block,13.85547500103712
attack,attack,1.0,block,block,13.653676000103587
attack,attack,0.98,block,block,23.73708899904159
benign,benign,0.7156643192992778,allow,allow,13.805733000481268
benign,suspicious,0.5279838063171397,redirect,allow,24.917378001191537
benign,benign,0.9738794689015959,allow,allow,13.718549000259372
attack,attack,1.0,block,block,24.44483999897784
attack,attack,1.0,block,block,25.32098799929372
attack,attack,1.0,block,block,13.9116610007477
benign,benign,0.9051526959037406,allow,allow,13.764665000053355
benign,benign,0.9663028481688847,allow,allow,12.894548999611288
benign,benign,0.9787897517482054,allow,allow,13.25180100138823
attack,attack,0.98,block,block,14.12082500064571
attack,attack,1.0,block,block,13.53135600038513
attack,attack,0.99,block,block,14.024554000570788
benign,benign,0.9611159912360498,allow,allow,13.40296499984106
benign,benign,0.8699396745131885,allow,allow,24.335164000149234
benign,benign,0.7033048973127604,allow,allow,61.07943400093063
attack,attack,1.0,block,block,24.062641999989864
attack,attack,0.98,block,block,24.052402000961592
attack,attack,1.0,block,block,14.147194999168278
benign,benign,0.9853116712789993,allow,allow,24.057050999545027
benign,benign,0.9719844812257056,allow,allow,24.47140599906561
benign,benign,0.9535166057074064,allow,allow,14.695510000819922
attack,attack,1.0,block,block,13.297626999701606
attack,attack,0.98,block,block,13.52238999970723
attack,attack,1.0,block,block,24.22471099998802
benign,benign,0.96489982969573,allow,allow,14.738145999217522
benign,benign,0.8908263690493889,allow,allow,14.982640001107939
benign,benign,0.955094547254052,allow,allow,22.91616500042437
attack,attack,1.0,block,block,14.063487000385066
attack,attack,0.99,block,block,13.777840000329888
attack,attack,0.99,block,block,13.244407000456704
benign,benign,0.6789067739771966,allow,allow,25.02790600010485
benign,benign,0.7371012208336934,allow,allow,24.832929999320186
benign,benign,0.9585264081742525,allow,allow,24.676245000591734
attack,attack,1.0,block,block,23.714847000519512
attack,attack,0.97,block,block,13.31201399989368
attack,attack,0.99,block,block,23.36693300094339
benign,benign,0.8158194943354518,allow,allow,13.76599799914402
benign,benign,0.9959926794459227,allow,allow,24.015372999201645
benign,benign,0.9783601249326382,allow,allow,23.155786000643275
attack,attack,1.0,block,block,13.681809999980032
attack,attack,0.99,block,block,24.03550999952131
attack,attack,1.0,block,block,13.96725599988713
benign,benign,0.9056757558657682,allow,allow,13.2735719998891
benign,benign,0.872098053388635,allow,allow,24.85785699900589
benign,suspicious,0.9192,rate-limit,allow,24.57965299981879
attack,attack,1.0,block,block,12.713940001049195
attack,attack,1.0,block,block,14.578185000573285
attack,attack,1.0,block,block,13.61423300113529
benign,benign,0.8938307418602026,allow,allow,13.751911999861477
benign,benign,0.9318595745198719,allow,allow,14.128619999610237
benign,suspicious,0.620188679245283,redirect,allow,23.864057000537287
attack,attack,0.97,block,block,13.078936000965768
attack,attack,1.0,block,block,24.04490899971279
attack,attack,1.0,block,block,14.213508999091573
benign,suspicious,0.5242857142857144,redirect,allow,13.392255001235753
benign,benign,0.8944073269297016,allow,allow,14.049811999939266
benign,benign,0.9538720546750244,allow,allow,15.06914399942616
attack,attack,1.0,block,block,14.076776998990681
attack,attack,0.99,block,block,13.827499000399257
attack,attack,1.0,block,block,25.014797000039835
benign,benign,0.9255933846299205,allow,allow,23.983373001101427
benign,benign,0.9782457395776909,allow,allow,13.290053000673652
benign,benign,0.9979638621805279,allow,allow,13.963859999421402
attack,attack,1.0,block,block,14.730460999999195
attack,attack,1.0,block,block,13.214271000833833
attack,attack,1.0,block,block,25.2853710007912
benign,benign,0.8867249955156609,allow,allow,13.326330999916536
benign,benign,0.9971316359075617,allow,allow,24.329042998942896
benign,benign,0.6769955745218903,allow,allow,13.379701000303612
attack,attack,1.0,block,block,13.073615999019239
attack,attack,0.98,block,block,12.794962000043597
attack,attack,1.0,block,block,24.56617800089589
benign,benign,0.9693148282975378,allow,allow,14.104384999882313
benign,benign,0.983991501805149,allow,allow,23.937066000144114
benign,benign,0.9636020325925679,allow,allow,13.594516000011936
attack,attack,1.0,block,block,13.10825099972135
attack,attack,1.0,block,block,23.664963000555872
attack,attack,1.0,block,block,24.111648999678437
benign,benign,0.783044447467421,allow,allow,14.323880999654648
benign,benign,0.902548501453597,allow,allow,24.046090000410913
benign,benign,0.8988939567178655,allow,allow,14.0642280002794
attack,attack,1.0,block,block,26.101465000465396
attack,attack,1.0,block,block,34.865947998696356
attack,attack,0.99,block,block,47.28346999945643
benign,benign,0.6877379092218909,allow,allow,38.10093100037193
benign,benign,0.9478546152291887,allow,allow,13.094375000946457
benign,benign,0.9366149482293062,allow,allow,14.05496199913614
attack,attack,1.0,block,block,23.98946299945237
attack,attack,0.96,block,block,14.528911999150296
attack,attack,0.99,block,block,14.326722000987502
benign,benign,0.9983233319751768,allow,allow,24.037301998760086
benign,benign,0.9746403763786781,allow,allow,13.000217999433517
benign,benign,0.9886890546091766,allow,allow,13.391741000305046
attack,attack,0.98,block,block,23.84803099994315
attack,attack,1.0,block,block,12.977455000509508
attack,attack,1.0,block,block,14.778341999772238
benign,benign,0.9851123700588696,allow,allow,23.667388000831124
benign,benign,0.996978909352062,allow,allow,13.278610998895601
benign,benign,0.9377854029395809,allow,allow,23.545619000287843
attack,attack,0.99,block,block,13.181083999370458
attack,attack,0.98,block,block,14.008232999913162
attack,attack,0.82,block,block,23.347968000962283
benign,benign,0.9779229953233504,allow,allow,24.42958099891257
benign,benign,0.8852083527353685,allow,allow,25.07248999972944
benign,benign,0.6379887142527303,allow,allow,14.27209899884474
attack,attack,1.0,block,block,24.33964299962099
attack,attack,0.99,block,block,13.442568999380455
attack,attack,1.0,block,block,14.222826999684912
benign,benign,0.8219785352994335,allow,allow,14.370193999639014
benign,benign,0.9546091000209428,allow,allow,24.675262999153347
benign,benign,0.9089192435304493,allow,allow,13.658386000315659
attack,attack,1.0,block,block,14.084709000599105
attack,attack,0.99,block,block,13.840851999702863
attack,attack,0.97,block,block,13.862585001334082
benign,benign,0.987416370024758,allow,allow,13.784553000732558
benign,suspicious,0.5098467112597548,redirect,allow,14.533516001392854
benign,benign,0.624098291212291,allow,allow,23.360130000583013
attack,attack,1.0,block,block,25.834472999122227
attack,attack,1.0,block,block,23.587687999679474
attack,attack,0.99,block,block,13.716374998693937
benign,benign,0.904670933441966,allow,allow,24.21830400089675
benign,benign,0.9773073474012678,allow,allow,25.176024999382207
benign,benign,0.7300790203704741,allow,allow,23.66405100110569
attack,attack,0.99,block,block,13.589915999546065
attack,attack,0.97,block,block,23.896157999843126
attack,attack,1.0,block,block,23.41581499968015
benign,benign,0.9423571328418686,allow,allow,23.62229299978935
benign,benign,0.8771949475850807,allow,allow,23.370780001641833
benign,benign,0.9379947529568041,allow,allow,13.889210000343155
attack,attack,1.0,block,block,24.37195399943448
attack,attack,1.0,block,block,13.330308000149671
attack,attack,0.99,block,block,13.16303499879723
benign,benign,0.9197235156649683,allow,allow,24.08228800049983
benign,benign,0.9439479368357944,allow,allow,24.008970000068075
benign,benign,0.99629706075226,allow,allow,24.913111001296784
attack,attack,1.0,block,block,24.169031999917934
attack,attack,0.98,block,block,13.51154999974824
attack,attack,0.89,block,block,13.195334000556613
benign,benign,0.8899153293132267,allow,allow,24.769560999629903
benign,benign,0.9962335332070852,allow,allow,13.605766000182484
benign,benign,0.9200230714654591,allow,allow,24.696233000213397
attack,attack,1.0,block,block,14.549380999596906
attack,attack,1.0,block,block,13.136284000211162
attack,attack,0.96,block,block,13.563517000875436
benign,benign,0.9788213147802888,allow,allow,13.909237999541801
benign,benign,0.7312650082819655,allow,allow,14.702748998388415
benign,benign,0.9670446561721109,allow,allow,13.51900300142006
attack,attack,0.98,block,block,15.09456600069825
attack,attack,0.93,block,block,25.650246998338844
attack,attack,1.0,block,block,13.730620999922394
benign,benign,0.9806798819614175,allow,allow,12.995068000236643
benign,benign,0.5762477164377213,allow,allow,13.647113999468274
benign,benign,0.6451703983088689,allow,allow,12.778760999935912
attack,attack,1.0,block,block,14.47866800117481
attack,attack,0.99,block,block,14.171139999234583
attack,attack,1.0,block,block,24.20303500002774
benign,benign,0.9863272447290499,allow,allow,13.376494998738053
benign,benign,0.9051630720460327,allow,allow,12.828455000999384
benign,benign,0.8856252439796302,allow,allow,23.604388999956427
attack,attack,1.0,block,block,24.318031999428058
attack,attack,0.99,block,block,13.534411998989526
attack,attack,0.99,block,block,12.957286999153439
benign,suspicious,0.5708548723149807,redirect,allow,24.666598001203965
benign,benign,0.9688458365540639,allow,allow,13.221122999311774
benign,benign,0.9150800122546695,allow,allow,12.860405000537867
attack,attack,0.95,block,block,13.664797999808798
attack,attack,1.0,block,block,26.709539000876248
attack,attack,1.0,block,block,13.360375000047497
benign,benign,0.9077457504186941,allow,allow,13.704131000849884
benign,benign,0.9784768307228123,allow,allow,13.633639000545372
benign,benign,0.9306023617757329,allow,allow,26.79537600124604
attack,attack,0.99,block,block,13.627127000290784
attack,attack,0.99,block,block,14.4697260002431
attack,attack,1.0,block,block,36.00438899957226
benign,benign,0.9889412792587902,allow,allow,13.101497999741696
benign,benign,0.9789263689492488,allow,allow,24.401085000135936
benign,benign,0.9872815745027138,allow,allow,13.691250000192667
attack,attack,1.0,block,block,23.948832998939906
attack,attack,1.0,block,block,13.262771000881912
attack,attack,1.0,block,block,23.696898999332916
benign,benign,0.8668287981320556,allow,allow,13.653836998855695
benign,benign,0.9282627084731324,allow,allow,24.81249199990998
benign,benign,0.825821404146235,allow,allow,13.802326000586618
attack,attack,0.89,block,block,23.630208999747992
attack,attack,0.99,block,block,26.76388100007898
attack,attack,1.0,block,block,24.032544999499805
benign,benign,0.7416006371791442,allow,allow,13.9640209999925
benign,benign,0.8282372512183832,allow,allow,25.525782999466173
benign,benign,0.9533220342509122,allow,allow,50.473388999307645
attack,attack,0.98,block,block,26.465919998372556
attack,attack,0.92,block,block,25.177477999022813
attack,attack,1.0,block,block,48.60329199982516
benign,suspicious,0.6168597450742866,redirect,allow,77.35213599880808
benign,benign,0.8720946157416398,allow,allow,45.90803400060395
benign,benign,0.9455806054749532,allow,allow,53.51696700017783
attack,attack,1.0,block,block,40.32915599964326
attack,attack,0.99,block,block,24.63451699986763
attack,attack,1.0,block,block,12.830078001570655
benign,benign,0.906358104291779,allow,allow,24.12912699946901
benign,benign,0.998228319006611,allow,allow,13.04301799973473
benign,benign,0.9364412319041102,allow,allow,13.341318999664509
attack,attack,1.0,block,block,13.590627999292337
attack,attack,0.98,block,block,25.62492900142388
attack,attack,0.98,block,block,13.775766999970074
benign,benign,0.8764241621303919,allow,allow,15.867750000325032
benign,benign,0.7834085052690415,allow,allow,23.352495998551603
benign,benign,0.9649185869754556,allow,allow,16.27356300014071
attack,attack,1.0,block,block,23.953156000061426
attack,attack,1.0,block,block,25.76614499957941
attack,attack,0.98,block,block,13.007210998694063
benign,benign,0.9322325270281236,allow,allow,13.849884999217466
benign,benign,0.9985664899288085,allow,allow,24.085334000119474
benign,benign,0.9386891535015589,allow,allow,25.633625999034848
attack,attack,1.0,block,block,15.12736799850245
attack,attack,1.0,block,block,15.079122998940875
attack,attack,1.0,block,block,13.917397998739034
benign,benign,0.8563957167659508,allow,allow,13.877853998565115
benign,benign,0.959409940455268,allow,allow,14.502222000373877
benign,benign,0.9849888527439989,allow,allow,14.212979000149062
attack,attack,0.99,block,block,26.859651999984635
attack,attack,1.0,block,block,23.875774999396526
attack,attack,1.0,block,block,13.659522999660112
benign,benign,0.91511941500093,allow,allow,13.368980999075575
benign,benign,0.8864836944631403,allow,allow,26.140189000216196
benign,benign,0.9978733777586325,allow,allow,13.422242000160622
attack,attack,0.98,block,block,13.182460999814793
attack,attack,0.93,block,block,24.567640999521245
attack,attack,1.0,block,block,13.044495999565697
benign,benign,0.6560213222958154,allow,allow,23.525782000433537
benign,benign,0.560072719425184,allow,allow,13.331420999747934
benign,benign,0.8774744074365515,allow,allow,13.09051200041722
attack,attack,1.0,block,block,13.161060998754692
attack,attack,0.98,block,block,13.12290900023072
attack,attack,0.9,block,block,24.363507000089157
benign,suspicious,0.7917814407814407,rate-limit,allow,13.927592000982258
benign,benign,0.9735407329543088,allow,allow,13.921951000156696
benign,benign,0.9251788766874691,allow,allow,25.647772001320845
attack,attack,0.98,block,block,13.397916000030818
attack,attack,1.0,block,block,13.222285000665579
attack,attack,0.99,block,block,13.207166999563924
benign,benign,0.870775110569884,allow,allow,13.40616099878389
benign,benign,0.7271343409797306,allow,allow,13.633197999297408
benign,benign,0.943955134738973,allow,allow,13.358100999539602
attack,attack,0.98,block,block,14.083675001529627
attack,attack,0.99,block,block,13.925346998803434
attack,attack,1.0,block,block,14.653267000539927
benign,suspicious,0.5428221802214583,redirect,allow,13.399468998613884
benign,benign,0.9880382172195094,allow,allow,13.236593000328867
benign,benign,0.9362072309127599,allow,allow,13.698850998480339
attack,attack,1.0,block,block,13.130051998814452
attack,attack,1.0,block,block,24.45256499959214
attack,attack,1.0,block,block,23.875640001278953
benign,benign,0.7498465284856722,allow,allow,24.001547000807477
benign,benign,0.7777080657029211,allow,allow,13.589595999292214
benign,benign,0.5067221448467967,allow,allow,13.056613999651745
attack,attack,0.99,block,block,12.815922000299906
attack,attack,1.0,block,block,13.651663000928238
attack,attack,0.97,block,block,24.021242999879178
benign,benign,0.9674723108758827,allow,allow,24.001847001272836
benign,benign,0.9090483416191253,allow,allow,23.743080000713235
benign,benign,0.9982111499156769,allow,allow,27.025082999898586
attack,attack,1.0,block,block,24.927057000240893
attack,attack,1.0,block,block,14.375024000401027
attack,attack,1.0,block,block,26.398734999020235
benign,benign,0.968947479270586,allow,allow,13.452217999656568
benign,benign,0.9432894927272605,allow,allow,14.053658000193536
benign,benign,0.9975021749648461,allow,allow,13.060101000519353
attack,attack,1.0,block,block,13.645782000821782
attack,attack,0.96,block,block,23.759742000038386
attack,attack,1.0,block,block,13.748199999099597
