true_label,predicted_label,confidence,action,expected_action,response_time_ms
benign,benign,0.6768127799452328,allow,allow,13.746399999945424
suspicious,suspicious,0.7134683389319634,redirect,rate-limit,14.203454000380589
suspicious,suspicious,0.8691608391608392,rate-limit,rate-limit,13.994155999171198
attack,attack,0.97,block,block,25.127982999038068
attack,attack,0.98,block,block,24.462771998514654
attack,attack,0.99,block,block,13.521507000405109
suspicious,suspicious,1.0,rate-limit,redirect,13.161159000446787
suspicious,suspicious,1.0,rate-limit,redirect,13.585978000264731
suspicious,suspicious,1.0,rate-limit,redirect,23.780458999681287
suspicious,suspicious,1.0,rate-limit,redirect,23.59397399959562
benign,suspicious,0.5131885591841511,redirect,allow,24.37287900102092
benign,benign,0.996825739462642,allow,allow,25.26654299981601
benign,benign,0.957838058232455,allow,allow,14.174564999848371
suspicious,suspicious,0.6630286990426788,redirect,rate-limit,34.70675099924847
suspicious,benign,0.6291425877371691,allow,rate-limit,13.105034000545857
attack,attack,1.0,block,block,14.280224000685848
attack,attack,0.98,block,block,14.237452998713707
attack,attack,0.99,block,block,24.108837000312633
suspicious,suspicious,1.0,rate-limit,redirect,24.11302399923443
suspicious,suspicious,1.0,rate-limit,redirect,14.714029999595368
suspicious,suspicious,1.0,rate-limit,redirect,23.71384799880616
suspicious,suspicious,1.0,rate-limit,redirect,23.86629099964921
benign,benign,0.9115542982351215,allow,allow,24.13772100044298
benign,benign,0.7793338737421557,allow,allow,35.25851000085822
benign,benign,0.989099160401751,allow,allow,14.012711000759737
suspicious,suspicious,0.8105,rate-limit,rate-limit,14.715291999891633
suspicious,suspicious,0.9404166666666667,rate-limit,rate-limit,16.57136699941475
attack,attack,0.86,block,block,25.22285600025498
attack,attack,0.9933333333333333,block,block,14.459865999015165
attack,attack,0.99,block,block,23.836128999391804
suspicious,suspicious,0.98,rate-limit,redirect,23.87355400060187
suspicious,suspicious,1.0,rate-limit,redirect,14.515255999867804
suspicious,suspicious,0.99,rate-limit,redirect,24.25597299952642
suspicious,suspicious,0.98,rate-limit,redirect,13.267088999782573
benign,benign,0.9884097558763308,allow,allow,13.212025000029826
benign,benign,0.8431897684193372,allow,allow,13.08088799851248
benign,benign,0.8476881742489587,allow,allow,35.279247000289615
suspicious,suspicious,0.84,rate-limit,rate-limit,36.13086899895279
suspicious,benign,0.5499635258358662,allow,rate-limit,23.635015000763815
attack,attack,1.0,block,block,14.999686998635298
attack,attack,1.0,block,block,14.00360400111822
attack,attack,1.0,block,block,24.126209000314702
suspicious,suspicious,1.0,rate-limit,redirect,13.193811000746791
suspicious,suspicious,1.0,rate-limit,redirect,13.243063000118127
suspicious,suspicious,1.0,rate-limit,redirect,23.594229000082123
suspicious,suspicious,1.0,rate-limit,redirect,25.978523000958376
benign,benign,0.979381412616182,allow,allow,13.81240400041861
benign,benign,0.998293501885138,allow,allow,12.770684999850346
benign,benign,0.7056068134923222,allow,allow,13.085562000924256
suspicious,suspicious,0.9491608391608392,rate-limit,rate-limit,14.189678999173339
suspicious,suspicious,0.88,rate-limit,rate-limit,24.651748000906082
attack,attack,1.0,block,block,23.721509000097285
attack,attack,1.0,block,block,23.70820400028606
attack,attack,1.0,block,block,24.60556000005454
suspicious,suspicious,1.0,rate-limit,redirect,24.937454998507746
suspicious,suspicious,0.99,rate-limit,redirect,63.209900001311325
suspicious,suspicious,1.0,rate-limit,redirect,60.50078099906386
suspicious,suspicious,1.0,rate-limit,redirect,47.42819400053122
benign,benign,0.6932381404199662,allow,allow,12.910548999570892
benign,benign,0.8144256986282257,allow,allow,12.964730000021518
benign,benign,0.9746434787671836,allow,allow,24.22406299956492
suspicious,suspicious,0.907142857142857,rate-limit,rate-limit,13.728095998885692
suspicious,suspicious,0.9397368421052632,rate-limit,rate-limit,14.439103000768228
attack,attack,0.98,block,block,14.83722099874285
attack,attack,0.98,block,block,23.966740000105347
attack,attack,1.0,block,block,24.556136999308364
suspicious,suspicious,1.0,rate-limit,redirect,13.405459001660347
suspicious,suspicious,1.0,rate-limit,redirect,29.05945600105042
suspicious,suspicious,1.0,rate-limit,redirect,23.65100599854486
suspicious,suspicious,1.0,rate-limit,redirect,24.47337199919275
benign,benign,0.7877522348526652,allow,allow,23.83148500121024
benign,benign,0.9347302856610211,allow,allow,23.590426000737352
benign,benign,0.7772798199424602,allow,allow,24.635892999867792
suspicious,suspicious,0.9591608391608392,rate-limit,rate-limit,23.327386999881128
suspicious,suspicious,0.9974358974358973,rate-limit,rate-limit,27.1896750000451
attack,attack,1.0,block,block,37.93456500170578
attack,attack,1.0,block,block,39.53340199950617
attack,attack,0.97,block,block,14.975891999711166
suspicious,suspicious,1.0,rate-limit,redirect,25.724079001520295
suspicious,suspicious,1.0,rate-limit,redirect,23.67612700072641
suspicious,suspicious,0.99,rate-limit,redirect,13.769743000011658
suspicious,suspicious,1.0,rate-limit,redirect,13.674305000677123
benign,benign,0.9887785788755132,allow,allow,24.756161001278087
benign,benign,0.9671256828725323,allow,allow,14.50490499883017
benign,benign,0.9870246366479472,allow,allow,15.075072999024997
suspicious,suspicious,0.9781263564022186,rate-limit,rate-limit,14.789462000408093
suspicious,suspicious,0.8550733752620545,rate-limit,rate-limit,24.04987099907885
attack,attack,0.89,block,block,13.883949000955909
attack,attack,1.0,block,block,24.70273400103906
attack,attack,1.0,block,block,13.262409000162734
suspicious,suspicious,1.0,rate-limit,redirect,13.101175998599501
suspicious,suspicious,1.0,rate-limit,redirect,13.301924000188592
suspicious,suspicious,1.0,rate-limit,redirect,13.832230999469175
suspicious,suspicious,1.0,rate-limit,redirect,14.190314001098159
benign,benign,0.987727588364305,allow,allow,15.041345001009176
benign,benign,0.9792270360469588,allow,allow,13.575488001151825
benign,benign,0.9967256296454159,allow,allow,23.873194000771036
suspicious,suspicious,0.9477777777777777,rate-limit,rate-limit,24.47727899925667
suspicious,suspicious,0.9204166666666667,rate-limit,rate-limit,23.81333100129268
attack,attack,0.99,block,block,13.384368998231366
attack,attack,0.94,block,block,13.530995000110124
attack,attack,1.0,block,block,13.949251999292755
suspicious,suspicious,1.0,rate-limit,redirect,24.521000999811804
suspicious,suspicious,0.99,rate-limit,redirect,35.81577200020547
suspicious,suspicious,1.0,rate-limit,redirect,64.96729600075923
suspicious,suspicious,1.0,rate-limit,redirect,24.219384000389255
benign,benign,0.998316621068369,allow,allow,23.54514099897642
benign,benign,0.9842664378066701,allow,allow,23.74846900056582
benign,benign,0.9504056221697261,allow,allow,13.576679999459884
suspicious,suspicious,0.8976883116883116,rate-limit,rate-limit,24.89044600042689
suspicious,suspicious,0.98,rate-limit,rate-limit,13.416609999694629
attack,attack,0.98,block,block,25.006383999425452
attack,attack,0.96,block,block,13.79434000045876
attack,attack,1.0,block,block,25.070465000680997
suspicious,suspicious,1.0,rate-limit,redirect,35.45658500115678
suspicious,suspicious,1.0,rate-limit,redirect,13.259674999062554
suspicious,suspicious,1.0,rate-limit,redirect,23.80749000076321
suspicious,suspicious,1.0,rate-limit,redirect,24.07239300009678
benign,benign,0.7114276346461537,allow,allow,13.125487001161673
benign,benign,0.9985888306914136,allow,allow,13.11057499879098
benign,suspicious,0.7424324424346941,redirect,allow,13.597094000942889
suspicious,benign,0.795653707276946,allow,rate-limit,13.615839001431596
suspicious,suspicious,0.7685479255675334,rate-limit,rate-limit,13.720385999477003
attack,attack,0.99,block,block,24.726114001168753
attack,attack,0.98,block,block,13.629999999466236
attack,attack,0.99,block,block,24.21551199950045
suspicious,suspicious,1.0,rate-limit,redirect,13.059183998848312
suspicious,suspicious,1.0,rate-limit,redirect,24.21801200034679
suspicious,suspicious,1.0,rate-limit,redirect,24.861696998414118
suspicious,suspicious,1.0,rate-limit,redirect,23.317094000958605
benign,benign,0.9841296952194792,allow,allow,13.522788998670876
benign,benign,0.8783312697165535,allow,allow,13.035267000304884
benign,benign,0.982108983600494,allow,allow,25.89416900082142
suspicious,suspicious,0.9804761904761905,rate-limit,rate-limit,24.39017100005003
suspicious,suspicious,0.9566666666666666,rate-limit,rate-limit,13.893040000766632
attack,attack,1.0,block,block,25.503619999653893
attack,attack,0.99,block,block,23.41252299993357
attack,attack,1.0,block,block,34.814708998965216
suspicious,suspicious,1.0,rate-limit,redirect,26.669803000913817
suspicious,suspicious,0.99,rate-limit,redirect,23.54180499969516
suspicious,suspicious,1.0,rate-limit,redirect,24.288864999107318
suspicious,suspicious,1.0,rate-limit,redirect,24.259905998405884
benign,benign,0.9967896388103682,allow,allow,13.59007599967299
benign,benign,0.9663796284957138,allow,allow,13.936187000581413
benign,benign,0.9082996447613157,allow,allow,24.58417999878293
suspicious,suspicious,0.7368241510741512,redirect,rate-limit,14.424234999751206
suspicious,suspicious,0.809898504922815,rate-limit,rate-limit,24.15629600000102
attack,attack,1.0,block,block,15.31059099943377
attack,attack,0.99,block,block,13.839945000654552
attack,attack,0.97,block,block,25.001779999001883
suspicious,suspicious,1.0,rate-limit,redirect,24.6355669987679
suspicious,suspicious,1.0,rate-limit,redirect,13.784438000584487
suspicious,suspicious,1.0,rate-limit,redirect,24.085652999929152
suspicious,suspicious,1.0,rate-limit,redirect,24.067409000053885
benign,benign,0.8111384379180666,allow,allow,13.239718000477296
benign,benign,0.5752410385184966,allow,allow,24.795917999654193
benign,benign,0.9275390817709502,allow,allow,24.158089001502958
suspicious,benign,0.8209386785315442,allow,rate-limit,13.496359999408014
suspicious,suspicious,0.6231926627470543,redirect,rate-limit,23.652969000977464
attack,attack,1.0,block,block,23.80225999877439
attack,attack,0.99,block,block,24.55766099956236
attack,attack,1.0,block,block,25.09596799973224
suspicious,suspicious,1.0,rate-limit,redirect,36.73900799913099
suspicious,suspicious,0.99,rate-limit,redirect,26.040344999273657
suspicious,suspicious,1.0,rate-limit,redirect,13.824010999087477
suspicious,suspicious,1.0,rate-limit,redirect,13.451795999571914
benign,benign,0.8998240932309234,allow,allow,12.868818999777432
benign,benign,0.9761106170017717,allow,allow,23.776722000548034
benign,benign,0.9887476487651581,allow,allow,23.8849659999687
suspicious,suspicious,0.5385342216221459,redirect,rate-limit,13.51116799924057
suspicious,benign,0.7717381556424108,allow,rate-limit,14.23376700040535
attack,attack,1.0,block,block,25.615941000069142
attack,attack,0.98,block,block,24.37470699987898
attack,attack,0.94,block,block,13.229408001279808
suspicious,suspicious,1.0,rate-limit,redirect,13.950492999356356
suspicious,suspicious,1.0,rate-limit,redirect,13.15604999945208
suspicious,suspicious,1.0,rate-limit,redirect,13.650610000695451
suspicious,suspicious,1.0,rate-limit,redirect,14.122938000582508
benign,benign,0.928796103020591,allow,allow,13.313105000634096
benign,benign,0.9081391161648714,allow,allow,13.74403599947982
benign,benign,0.9969889740909983,allow,allow,25.64805099973455
suspicious,suspicious,0.8486666666666668,rate-limit,rate-limit,14.101662998655229
suspicious,suspicious,0.7566550522648083,rate-limit,rate-limit,24.835152000378002
attack,attack,1.0,block,block,13.237929000752047
attack,attack,1.0,block,block,13.330783998753759
attack,attack,1.0,block,block,25.460798999120016
suspicious,suspicious,1.0,rate-limit,redirect,13.29026199891814
suspicious,suspicious,1.0,rate-limit,redirect,24.478723000356695
suspicious,suspicious,1.0,rate-limit,redirect,24.159422000593622
suspicious,suspicious,1.0,rate-limit,redirect,12.788959998943028
benign,benign,0.9670560351302216,allow,allow,24.203204000514233
benign,benign,0.998732681595558,allow,allow,24.529107000489603
benign,benign,0.9971842245852797,allow,allow,23.97452399964095
suspicious,suspicious,0.5861277739162607,redirect,rate-limit,24.7278209990327
suspicious,suspicious,0.6330936969307434,redirect,rate-limit,24.389684998823213
attack,attack,0.99,block,block,23.534325999207795
attack,attack,0.99,block,block,12.88545099851035
attack,attack,1.0,block,block,24.414711000645184
suspicious,suspicious,0.99,rate-limit,redirect,24.06101700034924
suspicious,suspicious,1.0,rate-limit,redirect,13.228155999968294
suspicious,suspicious,1.0,rate-limit,redirect,13.511447999917436
suspicious,suspicious,0.99,rate-limit,redirect,23.328168999796617
benign,benign,0.98620888847174,allow,allow,13.221674000305939
benign,benign,0.8231982480986368,allow,allow,13.196526000683662
benign,suspicious,0.7076541924454901,redirect,allow,23.921364001580514
suspicious,suspicious,0.8625169363966941,rate-limit,rate-limit,26.078980999955093
suspicious,suspicious,0.5570768086404503,redirect,rate-limit,24.069221999525325
attack,attack,1.0,block,block,15.227095000227564
attack,attack,0.99,block,block,25.171901001158403
attack,attack,1.0,block,block,13.85243999902741
suspicious,suspicious,1.0,rate-limit,redirect,24.337296999874525
suspicious,suspicious,1.0,rate-limit,redirect,13.642940000863746
suspicious,suspicious,0.99,rate-limit,redirect,25.50840399999288
suspicious,suspicious,1.0,rate-limit,redirect,26.67716199903225
benign,benign,0.9879738647727413,allow,allow,14.02491299995745
benign,benign,0.9778061201814379,allow,allow,13.82084000033501
benign,benign,0.9176040427345841,allow,allow,14.030243999513914
suspicious,suspicious,0.84,rate-limit,rate-limit,14.516349001496565
suspicious,suspicious,0.8091608391608393,rate-limit,rate-limit,12.920217001010315
attack,attack,0.99,block,block,14.986271999077871
attack,attack,1.0,block,block,24.005312001463608
attack,attack,1.0,block,block,13.113610999425873
suspicious,suspicious,0.98,rate-limit,redirect,13.54790699951991
suspicious,suspicious,1.0,rate-limit,redirect,14.448199999606004
suspicious,suspicious,1.0,rate-limit,redirect,14.904026998920017
suspicious,suspicious,1.0,rate-limit,redirect,25.550016998749925
benign,benign,0.8357853099416751,allow,allow,23.427525000442984
benign,benign,0.9636835347888869,allow,allow,13.81891700111737
benign,benign,0.9632190037564377,allow,allow,23.514439999416936
suspicious,suspicious,0.8102978723404255,rate-limit,rate-limit,24.366050000026007
suspicious,suspicious,0.9135355051452612,rate-limit,rate-limit,13.650990000314778
attack,attack,1.0,block,block,13.200663999668905
attack,attack,0.96,block,block,23.50058199954219
attack,attack,1.0,block,block,13.732023000557092
suspicious,suspicious,1.0,rate-limit,redirect,13.007395000386168
suspicious,suspicious,1.0,rate-limit,redirect,12.85946200005128
suspicious,suspicious,1.0,rate-limit,redirect,13.687759999811533
suspicious,suspicious,0.96,rate-limit,redirect,23.603284998898744
benign,benign,0.9791505512803544,allow,allow,13.658685000336845
benign,suspicious,0.5801696851866109,redirect,allow,13.7673339995672
benign,benign,0.4987350619056285,allow,allow,24.187869999877876
suspicious,suspicious,0.6232583750709187,redirect,rate-limit,13.735956999880727
suspicious,suspicious,0.890609756097561,rate-limit,rate-limit,24.302443998749368
attack,attack,0.95,block,block,24.985244999697898
attack,attack,0.9933333333333333,block,block,24.452949999613338
attack,attack,1.0,block,block,25.371130999701563
suspicious,suspicious,1.0,rate-limit,redirect,23.805445998732466
suspicious,suspicious,1.0,rate-limit,redirect,24.637824999445
suspicious,suspicious,1.0,rate-limit,redirect,24.525476001144852
suspicious,suspicious,1.0,rate-limit,redirect,24.597564999567112
benign,benign,0.9963678967167796,allow,allow,26.75476699914725
benign,benign,0.9960232782118694,allow,allow,26.18672000062361
benign,benign,0.9764827678449808,allow,allow,26.227955999274855
suspicious,suspicious,0.8971428571428571,rate-limit,rate-limit,24.498945000232197
suspicious,suspicious,0.8597368421052631,rate-limit,rate-limit,23.898081000879756
attack,attack,0.99,block,block,24.1260990005685
attack,attack,0.92,block,block,13.045121000686777
attack,attack,1.0,block,block,13.824400999510544
suspicious,suspicious,1.0,rate-limit,redirect,23.607418999745278
suspicious,suspicious,1.0,rate-limit,redirect,24.87985699917772
suspicious,suspicious,1.0,rate-limit,redirect,35.483224999552476
suspicious,suspicious,1.0,rate-limit,redirect,13.3856829997967
benign,benign,0.9583224385298756,allow,allow,24.355781000849674
benign,benign,0.9682132029709165,allow,allow,23.738671001410694
benign,benign,0.9877155223533629,allow,allow,14.385591999598546
suspicious,suspicious,0.8271428571428571,rate-limit,rate-limit,23.79312300035963
suspicious,suspicious,0.8202719502719503,rate-limit,rate-limit,16.06901199920685
attack,attack,1.0,block,block,49.20540599960077
attack,attack,0.98,block,block,13.44493800024793
attack,attack,0.99,block,block,24.25245200174686
suspicious,suspicious,0.99,rate-limit,redirect,12.929844999234774
suspicious,suspicious,1.0,rate-limit,redirect,13.62419100041734
suspicious,suspicious,1.0,rate-limit,redirect,12.784967000698089
suspicious,suspicious,1.0,rate-limit,redirect,13.164371001039399
benign,benign,0.995501335250262,allow,allow,13.662667000971851
benign,benign,0.9557713674362496,allow,allow,13.731728000493604
benign,benign,0.9263222622328265,allow,allow,13.64095200005977
suspicious,suspicious,0.93,rate-limit,rate-limit,23.528696001449134
suspicious,suspicious,0.792264246391906,rate-limit,rate-limit,24.00021200082847
attack,attack,1.0,block,block,13.432013000056031
attack,attack,0.96,block,block,23.4137199986435
attack,attack,1.0,block,block,23.931618999995408
suspicious,suspicious,1.0,rate-limit,redirect,24.155514998710714
suspicious,suspicious,0.99,rate-limit,redirect,24.06184299979941
suspicious,suspicious,1.0,rate-limit,redirect,24.31448300012562
suspicious,suspicious,1.0,rate-limit,redirect,13.698515998839866
benign,benign,0.9849238689317679,allow,allow,13.382659999479074
benign,benign,0.715656150331836,allow,allow,13.092880999465706
